"종목명","현재가","전일비","등락률","액면가","시가총액","상장주식수","외국인비율","거래량","PER","ROE","종목코드"
"SMART KIS단기통안채",100155,0,0,0,267,267,0,0,NA,NA,"363510"
"KODEX 바이오",16670,145,-0.0086,0,267,1600,0.0035,70175,NA,NA,"244580"
"신화실업",21900,250,0.0115,5000,266,1215,0.0077,8826,72.76,2.83,"001770"
"KINDEX 중장기국공채액티브",102420,20,2e-04,0,263,257,0,6,NA,NA,"272910"
"QV 의료 TOP5 ETN",13135,185,-0.0139,0,263,2000,0,16,NA,NA,"550012"
"KOSEF 인도Nifty50(합성)",14970,70,-0.0047,0,262,1750,0,35658,NA,NA,"200250"
"미래에셋 Q150 Core5 ETN",13000,0,0,0,260,2000,0,0,NA,NA,"520013"
"신한 브렌트원유 선물 ETN(H)",6495,0,0,0,260,4000,0,2072,NA,NA,"500004"
"미래에셋 유럽 대형주 ETN(H)",12925,95,0.0074,0,258,2000,0,20,NA,NA,"590003"
"삼성 미국 대형 가치주 ETN",12860,75,0.0059,0,257,2000,0,100,NA,NA,"530020"
"에이리츠",6770,40,-0.0059,5000,257,3793,0.0021,13610,4.6,25.42,"140910"
"ARIRANG 미국장기우량회사채",98050,170,-0.0017,0,255,260,0,451,NA,NA,"332620"
"KODEX 미국S&P고배당커버드콜(합성 H)",9775,15,-0.0015,0,254,2600,0,154500,NA,NA,"276970"
"ARIRANG 코스피",31580,745,-0.023,0,253,800,0,357,NA,NA,"227830"
"하이골드12호",1935,0,0,5000,252,13044,0,16445,-56.91,17.18,"172580"
"한진칼우",46900,650,-0.0137,2500,252,537,0.017,5792,-7.74,NA,"18064K"
"세기상사",61600,0,0,5000,251,408,0.0092,0,-21.8,-4.11,"002420"
"KODEX 배당성장",14615,205,-0.0138,0,248,1700,0.0014,13795,NA,NA,"211900"
"대상우",18100,400,-0.0216,1000,248,1370,0.111,13229,4.33,NA,"001685"
"TIGER 글로벌클라우드컴퓨팅INDXX",10800,50,0.0047,0,246,2280,0.0075,71289,NA,NA,"371450"
"TIGER 200 헬스케어",30410,790,-0.0253,0,243,800,4e-04,21203,NA,NA,"227540"
"하이트진로2우B",21200,100,-0.0047,5000,240,1130,0.0307,2697,20.04,NA,"000087"
"KODEX 미국러셀2000(H)",13930,55,0.004,0,237,1700,0,182907,NA,NA,"280930"
"모두투어리츠",3020,35,-0.0115,5000,236,7827,2e-04,16090,9.21,6.36,"204210"
"TRUE 레버리지 유로스탁스50 ETN(H)",11715,95,-0.008,0,234,2000,0,2090,NA,NA,"570026"
"ARIRANG 단기채권액티브",105840,0,0,0,234,221,0,254,NA,NA,"278620"
"삼성 KRX 금현물 ETN",11680,35,0.003,0,234,2000,0,2135,NA,NA,"530067"
"KODEX 한국대만IT프리미어",19340,175,-0.009,0,232,1200,0,140745,NA,NA,"298770"
"TIGER 200 금융",6520,140,-0.021,0,228,3500,1e-04,29018,NA,NA,"139270"
"KODEX TRF3070",10865,5,-5e-04,0,228,2100,0,19336,NA,NA,"329650"
"QV 에너지 TOP5 ETN",11405,310,-0.0265,0,228,2000,0,13,NA,NA,"550005"
"KBSTAR KQ고배당",14965,300,-0.0197,0,224,1500,0,32546,NA,NA,"270800"
"씨아이테크",894,7,0.0079,500,224,25071,0.0144,101044,-6.72,-15.96,"004920"
"미래에셋 미국 시니어론 100 ETN(H)",11195,0,0,0,224,2000,0,0,NA,NA,"520020"
"일정실업",18650,550,0.0304,5000,224,1200,0.0109,5214,-8.93,-37.57,"008500"
"신한 콩 선물 ETN(H)",11150,45,0.0041,0,223,2000,0,153,NA,NA,"500023"
"코리아써우",7430,40,-0.0054,500,220,2965,0.0098,2015,15.71,NA,"007815"
"미래에셋 미국 시니어론 100 ETN",10965,0,0,0,219,2000,0,0,NA,NA,"520021"
"FOCUS KRX300",19815,440,-0.0217,0,218,1100,0,18,NA,NA,"292730"
"QV 조선 TOP5 ETN",10895,465,-0.0409,0,218,2000,0,1516,NA,NA,"550007"
"TIGER 인도니프티50레버리지(합성)",16690,110,-0.0065,0,217,1300,0,17999,NA,NA,"236350"
"한화우",45200,600,0.0135,5000,217,479,0.0062,4330,18.42,NA,"000885"
"TIGER 골드선물(H)",13480,60,0.0045,0,216,1600,0,18325,NA,NA,"319640"
"KODEX KRX300레버리지",21510,965,-0.0429,0,215,1000,0,20446,NA,NA,"306950"
"ARIRANG 미국단기우량회사채",93290,90,0.001,0,215,230,0,31,NA,NA,"332610"
"삼성 Cushing 에너지인프라 MLP ETN",7095,100,0.0143,0,213,3000,0,114,NA,NA,"530032"
"TIGER 여행레저",4785,115,0.0246,0,212,4440,0.0015,742834,NA,NA,"228800"
"KODEX 배당성장채권혼합",11735,10,-9e-04,0,211,1800,0,6262,NA,NA,"237370"
"신한 인버스 옥수수 선물 ETN(H)",10555,80,-0.0075,0,211,2000,0,1988,NA,NA,"500014"
"미래에셋 글로벌 리츠 ETN(H)",10500,75,0.0072,0,210,2000,0,1,NA,NA,"590012"
"삼성 레버리지 나스닥 100 ETN(H)",10410,125,-0.0119,0,208,2000,0,3554,NA,NA,"530070"
"FOCUS ESG리더스",10600,200,-0.0185,0,207,1950,0,535,NA,NA,"285690"
"신한 레버리지 미국달러 선물 ETN",10310,10,-0.001,0,206,2000,0,116,NA,NA,"500035"
"QV iSelect 글로벌 EMP ETN(H)",10305,10,-0.001,0,206,2000,0,270,NA,NA,"550059"
"KODEX 미국채울트라30년선물(H)",12830,5,4e-04,0,205,1600,0,20001,NA,NA,"304660"
"KODEX MSCI밸류",12825,190,-0.0146,0,205,1600,0,12558,NA,NA,"275290"
"삼성 코스피 풋매도 4 OTM ETN",10255,0,0,0,205,2000,0,0,NA,NA,"530066"
"SK증권우",5220,120,-0.0225,500,204,3913,0.0175,29380,348,NA,"001515"
"KODEX 에너지화학",19260,360,-0.0183,0,202,1050,1e-04,43566,NA,NA,"117460"
"미래에셋 미국 리츠 ETN(H)",10075,0,0,0,202,2000,0,0,NA,NA,"590013"
"TIGER 화장품",3680,45,0.0124,0,200,5430,0.0012,849365,NA,NA,"228790"
"TIGER KIS부동산인프라채권TR",5175,5,0.001,0,199,3850,0,19573,NA,NA,"341850"
"ARIRANG 코스피50",30185,630,-0.0204,0,199,660,0,5867,NA,NA,"122090"
"대덕전자1우",9500,160,-0.0166,500,199,2096,0.0129,177228,NA,NA,"35320K"
"한화투자증권우",4140,60,0.0147,5000,199,4800,0.0059,1721876,12.43,NA,"003535"
"KODEX 헬스케어",22065,785,-0.0344,0,199,900,0.0012,53531,NA,NA,"266420"
"지코",306,0,0,500,198,64582,0.0091,0,-1.27,-43.44,"010580"
"KBSTAR 게임테마",13530,280,-0.0203,0,196,1450,0.0028,67897,NA,NA,"300640"
"KODEX 200exTOP",13995,345,-0.0241,0,196,1400,0,1013,NA,NA,"337150"
"삼성 Alerian 에너지인프라 MLP ETN",6525,60,0.0093,0,196,3000,0,2787,NA,NA,"530033"
"HANARO 고배당",9070,90,-0.0098,0,195,2150,0,124,NA,NA,"322410"
"KOSEF 미국달러선물인버스2X",9135,15,-0.0016,0,195,2130,0,7181,NA,NA,"230480"
"ARIRANG 고배당저변동50",10235,60,-0.0058,0,194,1900,0,20324,NA,NA,"251590"
"KINDEX 국고채3년",107250,40,4e-04,0,193,180,0,14,NA,NA,"114460"
"KOSEF 미국달러선물레버리지",8350,5,-6e-04,0,191,2290,0,8969,NA,NA,"225800"
"하이골드3호",1170,15,-0.0127,5000,189,16150,0,37360,-4.12,3.16,"153360"
"KINDEX 중국본토CSI300레버리지(합성)",6090,120,-0.0193,0,189,3100,6e-04,51101,NA,NA,"219900"
"TIGER 200 건설",2670,55,-0.0202,0,184,6900,0.0042,406721,NA,NA,"139220"
"ARIRANG 미국나스닥기술주",20065,25,0.0012,0,181,900,1e-04,6993,NA,NA,"287180"
"HANARO 200선물인버스",9025,190,0.0215,0,180,2000,0,69722,NA,NA,"306520"
"한국주강",1595,15,-0.0093,500,180,11309,0.0177,516532,-1.7,-35.06,"025890"
"KODEX 미국S&P에너지(합성)",5710,100,0.0178,0,180,3144,0,161622,NA,NA,"218420"
"KODEX 국채선물10년",70865,45,6e-04,0,179,252,0,9404,NA,NA,"152380"
"HANARO Fn5G산업",12640,185,-0.0144,0,177,1400,0,96400,NA,NA,"367740"
"덕성우",12650,200,-0.0156,500,176,1392,0.0021,38239,52.49,NA,"004835"
"현대건설우",178000,1000,-0.0056,5000,176,99,0.0602,501,86.79,NA,"000725"
"삼성 인버스 2X 은 선물 ETN(H)",1755,25,-0.014,0,176,10000,0,146862,NA,NA,"530062"
"HANARO KRX300",19490,315,-0.0159,0,175,900,0,163,NA,NA,"304760"
"KODEX 필수소비재",9740,50,-0.0051,0,175,1800,1e-04,40389,NA,NA,"266410"
"KODEX 200롱코스닥150숏선물",11595,105,-0.009,0,174,1500,0,1099,NA,NA,"360140"
"QV 건설 TOP5 ETN",8660,190,-0.0215,0,173,2000,0,14,NA,NA,"550016"
"TIGER 200에너지화학레버리지",23050,915,-0.0382,0,173,750,0,76980,NA,NA,"243890"
"KINDEX 스마트밸류",15675,305,-0.0191,0,172,1100,0,8730,NA,NA,"272230"
"ARIRANG 200선물레버리지",49250,2260,-0.0439,0,172,350,0,17231,NA,NA,"253150"
"신한 인버스 2X 미국달러 선물 ETN",8570,0,0,0,171,2000,0,109,NA,NA,"500036"
"QV 인버스 레버리지 10년 국채선물 ETN",17140,0,0,0,171,1000,0,0,NA,NA,"550047"
"KODEX 구리선물(H)",6760,45,0.0067,0,169,2500,0,73298,NA,NA,"138910"
"QV 운송 TOP5 ETN",8430,75,-0.0088,0,169,2000,0,33,NA,NA,"550010"
"QV 미국 IT TOP5 ETN(H)",24075,425,-0.0173,0,169,700,0,7460,NA,NA,"550041"
"KODEX Fn K-뉴딜디지털플러스",12950,380,-0.0285,0,168,1300,0,16482,NA,NA,"368680"
"태영건설우",12850,150,-0.0115,500,167,1302,0.0179,26417,1.66,NA,"009415"
"TIGER LG그룹+펀더멘털",11405,235,-0.0202,0,167,1460,0,51779,NA,NA,"138530"
"신한 인버스 콩 선물 ETN(H)",8315,50,-0.006,0,166,2000,0,3733,NA,NA,"500024"
"넥센타이어1우B",2535,10,-0.0039,500,165,6500,0.0604,3228,16.9,NA,"002355"
"신한 코스피 콘도르 6/10 ETN",8185,65,-0.0079,0,164,2000,0,3,NA,NA,"500042"
"ARIRANG 200선물인버스2X",4265,180,0.0441,0,162,3800,0.001,212894,NA,NA,"253160"
"KINDEX 밸류대형",10120,190,-0.0184,0,162,1600,0,128,NA,NA,"143460"
"TIGER AI코리아그로스액티브",13465,270,-0.0197,0,162,1200,0,9468,NA,NA,"365040"
"TIGER 삼성그룹펀더멘털",13350,160,-0.0118,0,160,1200,0,32282,NA,NA,"138520"
"TIGER 코스피고배당",12130,210,-0.017,0,160,1320,2e-04,10770,NA,NA,"210780"
"삼양사우",43100,50,0.0012,5000,160,370,0.0641,645,7.53,NA,"145995"
"파워 코스피100",33075,635,-0.0188,0,159,480,0,157,NA,NA,"140950"
"신한 옥수수 선물 ETN(H)",7930,50,0.0063,0,159,2000,0,11107,NA,NA,"500013"
"신한 코스피 월별 양매도 5 OTM ETN",7920,0,0,0,158,2000,0,0,NA,NA,"500047"
"TIGER 단기선진하이일드(합성 H)",12180,65,0.0054,0,158,1300,0,12101,NA,NA,"182490"
"ARIRANG KRX300",19725,465,-0.023,0,158,800,0,5119,NA,NA,"292750"
"KINDEX 미국WideMoat가치주",14310,25,-0.0017,0,157,1100,0,12762,NA,NA,"309230"
"HANARO e커머스",15725,385,-0.0239,0,157,1000,0,34895,NA,NA,"322400"
"KOSEF 코스피100",32720,750,-0.0224,0,157,480,0,240,NA,NA,"153270"
"KTOP 코스피50",30640,565,-0.0181,0,156,510,0,2301,NA,NA,"168300"
"코오롱우",14500,200,-0.0136,5000,156,1076,0.0613,6514,1.98,NA,"002025"
"TIGER 유로스탁스레버리지(합성 H)",7800,10,-0.0013,0,156,2000,0,9413,NA,NA,"225050"
"KODEX 3대농산물선물(H)",10190,85,0.0084,0,156,1530,0,73709,NA,NA,"271060"
"KINDEX 인도네시아MSCI(합성)",9150,110,-0.0119,0,156,1700,0,26755,NA,NA,"256440"
"KBSTAR 채권혼합",64415,515,-0.0079,0,155,240,0,274,NA,NA,"183700"
"TIGER S&P글로벌헬스케어(합성)",15380,195,-0.0125,0,154,1000,0,2138,NA,NA,"248270"
"삼양홀딩스우",50500,750,0.0151,5000,154,304,0.022,2836,10.54,NA,"000075"
"신한 레버리지 구리 선물 ETN",15265,215,0.0143,0,153,1000,0,1068,NA,NA,"500040"
"신한 코스피 월별 양매도 3 OTM ETN",7630,0,0,0,153,2000,0,0,NA,NA,"500046"
"신한 인버스 WTI원유 선물 ETN(H)",7600,30,-0.0039,0,152,2000,0,1698,NA,NA,"500003"
"QV 내수소비 TOP5 ETN",7600,0,0,0,152,2000,0,0,NA,NA,"550006"
"TIGER 200커뮤니케이션서비스",27110,535,-0.0194,0,152,560,0,5651,NA,NA,"315270"
"KODEX 최소변동성",12650,265,-0.0205,0,152,1200,0,639,NA,NA,"279540"
"KINDEX 미국IT인터넷S&P(합성 H)",18695,80,-0.0043,0,150,800,0,983,NA,NA,"280320"
"KODEX 코스피100",33145,685,-0.0202,0,149,450,0,3488,NA,NA,"237350"
"KOSEF Fn중소형",21280,105,-0.0049,0,149,700,0,123,NA,NA,"331910"
"KODEX 200IT TR",14885,355,-0.0233,0,149,1000,0,7432,NA,NA,"363580"
"KODEX 글로벌4차산업로보틱스(합성)",17490,250,0.0145,0,149,850,0,23045,NA,NA,"276990"
"신한 FnGuide 5G 테마주 ETN",14840,120,-0.008,0,148,1000,0,10344,NA,NA,"500052"
"KBSTAR KRX300레버리지",21150,1110,-0.0499,0,148,700,9e-04,1882,NA,NA,"307010"
"삼성 레버리지 구리 선물 ETN(H)",14755,175,0.012,0,148,1000,0,8477,NA,NA,"530063"
"QV 스마트리밸런싱 260/4 ETN",7350,0,0,0,147,2000,0,0,NA,NA,"550033"
"KODEX 200미국채혼합",13110,75,-0.0057,0,147,1120,0,11081,NA,NA,"284430"
"TRUE 인버스 2X S&P500 선물 ETN(H)",2930,65,0.0227,0,146,5000,0,7016,NA,NA,"570023"
"QV 제약 TOP5 ETN",7310,275,-0.0363,0,146,2000,0,2801,NA,NA,"550015"
"대신 2X 아연선물 ETN(H)",7295,55,-0.0075,0,146,2000,0,1444,NA,NA,"510005"
"미래에셋 원유선물혼합 ETN(H)",14515,40,0.0028,0,145,1000,0,4410,NA,NA,"520010"
"신한 코스피 콘도르 4/10 ETN",7240,40,-0.0055,0,145,2000,0,3,NA,NA,"500039"
"TIGER 200 중공업",2945,95,-0.0312,0,144,4900,1e-04,260470,NA,NA,"139230"
"유유제약1우",12600,0,0,1000,143,1133,0.0598,10573,31.27,NA,"000225"
"KODEX KTOP30",23405,570,-0.0238,0,140,600,1e-04,3748,NA,NA,"229720"
"ARIRANG KS모멘텀가중TR",16480,360,-0.0214,0,140,850,2e-04,8801,NA,NA,"333960"
"TIGER KTOP30",11565,275,-0.0232,0,139,1200,0,6342,NA,NA,"228820"
"신한 인버스 구리 선물 ETN(H)",6905,45,-0.0065,0,138,2000,0,1692,NA,NA,"500008"
"TIGER 글로벌자원생산기업(합성 H)",12485,115,0.0093,0,137,1100,0,2050,NA,NA,"276000"
"TIGER 미국달러선물인버스2X",10375,80,0.0078,0,135,1300,0,1225,NA,NA,"261120"
"KBSTAR 코스피ex200",12240,110,-0.0089,0,135,1100,0,307,NA,NA,"361590"
"TIGER 유로스탁스배당30",11210,10,-9e-04,0,135,1200,0,9552,NA,NA,"245350"
"KBSTAR 고배당",12200,255,-0.0205,0,134,1100,0,17673,NA,NA,"266160"
"TIGER 코스피중형주",15505,170,-0.0108,0,132,850,0.0039,6536,NA,NA,"277650"
"KB FnGuide 언택트 ETN",13145,245,-0.0183,0,131,1000,0,15005,NA,NA,"580011"
"마이티 코스피100",32800,610,-0.0183,0,131,400,0,51,NA,NA,"159800"
"신한 레버리지 Russell 2000 ETN",13100,95,0.0073,0,131,1000,0,7357,NA,NA,"500056"
"KB KRX300 ETN",13030,225,-0.017,0,130,1000,0,22445,NA,NA,"580012"
"ARIRANG 우량회사채50 1년",108465,5,0,0,130,120,0,615,NA,NA,"239660"
"신한 인버스 금 선물 ETN(H)",6500,35,-0.0054,0,130,2000,0,4643,NA,NA,"500006"
"KINDEX 레버리지",10770,480,-0.0427,0,129,1200,0.0245,125399,NA,NA,"152500"
"DB하이텍1우",115000,0,0,5000,129,112,0.0107,1811,31.03,NA,"000995"
"KINDEX 스마트모멘텀",18400,345,-0.0184,0,129,700,0,848,NA,NA,"272220"
"KINDEX 싱가포르리츠",11625,105,0.0091,0,128,1100,0,18772,NA,NA,"316300"
"신한 인버스 2X 은 선물 ETN(H)",2550,35,-0.0135,0,128,5000,0.0012,144479,NA,NA,"500030"
"TIGER 일본TOPIX헬스케어(합성)",12630,70,-0.0055,0,126,1000,0,173,NA,NA,"248260"
"KODEX 미국채10년선물",11390,10,9e-04,0,125,1100,0,13992,NA,NA,"308620"
"KODEX 코스닥150롱코스피200숏선물",8350,150,-0.0176,0,125,1500,0,629,NA,NA,"360150"
"KODEX 모멘텀Plus",12485,170,-0.0134,0,125,1000,0,4349,NA,NA,"244620"
"TIGER 일본니케이225",17805,310,-0.0171,0,125,700,0,2185,NA,NA,"241180"
"KBSTAR 200IT",17730,400,-0.0221,0,124,700,0,2573,NA,NA,"285000"
"QV S&P500 VIX S/T 선물 ETN B",12270,275,0.0229,0,123,1000,0,97629,NA,NA,"550058"
"KOSEF KRX100",6805,165,-0.0237,0,122,1800,0,812,NA,NA,"100910"
"TRUE 코스피 타겟볼20 ETN",12245,0,0,0,122,1000,0,0,NA,NA,"570024"
"KB KRX ESG Eco ETN",12165,220,-0.0178,0,122,1000,0,8412,NA,NA,"580013"
"KODEX 혁신기술테마액티브",13480,245,-0.0179,0,121,900,0,22635,NA,NA,"364690"
"KINDEX S&P아시아TOP50",16095,5,-3e-04,0,121,750,0,41046,NA,NA,"277540"
"KODEX 게임산업",13400,125,-0.0092,0,121,900,0,9406,NA,NA,"300950"
"KOSEF 국고채10년레버리지",133970,195,0.0015,0,121,90,0,86,NA,NA,"167860"
"QV 레버리지 10년 국채선물 ETN",24105,0,0,0,121,500,0,0,NA,NA,"550046"
"TRUE FTSE100 ETN",12000,0,0,0,120,1000,0,0,NA,NA,"570047"
"KINDEX 블룸버그베트남VN30선물레버리지(H)",14990,10,7e-04,0,120,800,0,45363,NA,NA,"371130"
"KINDEX 러시아MSCI(합성)",26625,180,0.0068,0,120,450,0,8202,NA,NA,"265690"
"대신 니켈선물 ETN(H)",16965,255,0.0153,0,119,700,0,2441,NA,NA,"510003"
"남선알미우",38500,1600,-0.0399,500,119,308,0.014,4277,392.86,NA,"008355"
"NPC우",2245,5,0.0022,500,119,5280,0.0255,2517,6.41,NA,"004255"
"SK네트웍스우",104000,0,0,2500,118,114,0.0044,276,-450.22,NA,"001745"
"TRUE 레버리지 HSCEI ETN(H)",11810,15,0.0013,0,118,1000,0,10,NA,NA,"570031"
"TIGER 코스피대형주",15665,310,-0.0194,0,117,750,0,3776,NA,NA,"277640"
"신한 인버스 2X 다우존스지수 선물 ETN(H)",2920,60,0.021,0,117,4000,0,50655,NA,NA,"500028"
"KODEX TRF7030",11660,5,4e-04,0,117,1000,0,5554,NA,NA,"329670"
"ARIRANG 고배당주채권혼합",10580,65,-0.0061,0,116,1100,0,11408,NA,NA,"251600"
"TIGER 증권",4680,135,-0.028,0,114,2440,0,50545,NA,NA,"157500"
"TRUE 코스피 커버드콜 ETN B",11380,180,-0.0156,0,114,1000,0,76,NA,NA,"570020"
"신한 인버스 2X 천연가스 선물 ETN",11375,775,0.0731,0,114,1000,0,39437,NA,NA,"500054"
"TIGER 이머징마켓MSCI레버리지(합성 H)",16210,45,-0.0028,0,113,700,0,11068,NA,NA,"225060"
"KOSEF 미국달러선물인버스",10910,5,5e-04,0,113,1040,0,8,NA,NA,"139660"
"KOSEF 블루칩",10275,190,-0.0182,0,113,1100,1e-04,8928,NA,NA,"104520"
"KODEX TRF5050",11280,10,-9e-04,0,113,1000,0,10881,NA,NA,"329660"
"KINDEX 일본Nikkei225(H)",18745,85,-0.0045,0,112,600,0,1946,NA,NA,"238720"
"TIGER 경기방어채권혼합",10175,60,-0.0059,0,112,1100,0,12082,NA,NA,"237440"
"KBSTAR 주식혼합",44770,695,-0.0153,0,112,250,0,181,NA,NA,"183710"
"하나 KRX300 ETN",11170,280,-0.0245,0,112,1000,0,476,NA,NA,"700002"
"KODEX S&P글로벌인프라(합성)",11030,55,0.005,0,111,1009,0,2978,NA,NA,"269420"
"서울식품우",5000,50,-0.0099,100,111,2224,0.003,14103,-1250,NA,"004415"
"KODEX 철강",7565,145,-0.0188,0,111,1470,0,105491,NA,NA,"117680"
"KBSTAR V&S셀렉트밸류",15685,215,-0.0135,0,110,700,0,147,NA,NA,"234310"
"ARIRANG KS퀄리티가중TR",15670,230,-0.0145,0,110,700,0,7568,NA,NA,"333980"
"KODEX 삼성그룹밸류",9940,190,-0.0188,0,109,1100,0,80708,NA,NA,"213610"
"성신양회우",14800,550,0.0386,5000,109,736,0.0107,510612,105.71,NA,"004985"
"KBSTAR 차이나항셍테크",10825,95,-0.0087,0,108,1000,0.0119,291207,NA,NA,"371150"
"ARIRANG KS밸류가중TR",15395,190,-0.0122,0,108,700,0,6643,NA,NA,"333970"
"KINDEX 스마트하이베타",15245,275,-0.0177,0,107,700,0,104,NA,NA,"322150"
"미래에셋 인버스 원유선물혼합 ETN(H)",10665,50,-0.0047,0,107,1000,0,353,NA,NA,"520011"
"KBSTAR KRX300미국달러선물혼합",15225,315,-0.0203,0,107,700,0,45,NA,NA,"319870"
"TRUE S&P500 양매도 4 OTM ETN(H)",10630,0,0,0,106,1000,0,0,NA,NA,"570049"
"대덕1우",8700,130,-0.0147,500,105,1212,0.0131,26768,3.4,NA,"00806K"
"KINDEX 스마트로우볼",17530,330,-0.0185,0,105,600,0,33,NA,NA,"322130"
"넥센우",2920,25,-0.0085,500,105,3601,0.2065,17489,8.61,NA,"005725"
"KB 레버리지 나스닥 100 ETN",10430,300,-0.028,0,104,1000,0,41,NA,NA,"580015"
"TIGER 코스닥150IT",16800,10,-6e-04,0,104,620,0,20199,NA,NA,"261060"
"KBSTAR 헬스케어채권혼합",12965,130,-0.0099,0,104,800,0,36338,NA,NA,"253290"
"TREX 펀더멘탈 200",41125,825,-0.0197,0,103,250,8e-04,109,NA,NA,"145850"
"KODEX 보험",5995,90,-0.0148,0,102,1700,0,30888,NA,NA,"140700"
"TIGER 미국S&P500선물인버스(H)",4520,55,0.0123,0,102,2250,0,82964,NA,NA,"225030"
"TRUE 유로선물 ETN B",10160,45,-0.0044,0,102,1000,0,142,NA,NA,"570037"
"계양전기우",7210,180,-0.0244,500,101,1400,0.0346,7551,29.31,NA,"012205"
"신한 달러인덱스 선물 ETN(H)",10090,10,0.001,0,101,1000,0,20,NA,NA,"500011"
"TRUE 엔선물 ETN B",10040,35,0.0035,0,100,1000,0,5,NA,NA,"570034"
"KINDEX 국고채10년",98425,50,5e-04,0,100,102,0,12,NA,NA,"365780"
"KINDEX 모닝스타싱가포르리츠채권혼합",10000,25,0.0025,0,100,1000,0,104,NA,NA,"342140"
"TIGER 구리실물",8150,45,-0.0055,0,100,1225,0,29657,NA,NA,"160580"
"KBSTAR 모멘텀로우볼",16620,475,-0.0278,0,100,600,0,50,NA,NA,"252730"
"SMART 선진국MSCI World(합성 H)",16570,110,-0.0066,0,99,600,0,10,NA,NA,"208470"
"신한 인버스 달러인덱스 선물 ETN(H)",9935,0,0,0,99,1000,0,0,NA,NA,"500012"
"KINDEX 일본TOPIX인버스(합성 H)",4710,45,0.0096,0,99,2100,0,9769,NA,NA,"205720"
"KINDEX 스마트퀄리티",19660,375,-0.0187,0,98,500,0,629,NA,NA,"322120"
"KBSTAR 중국MSCI China선물(H)",15120,95,0.0063,0,98,650,0,93858,NA,NA,"310080"
"KBSTAR 중소형고배당",10905,110,-0.01,0,98,900,0,20519,NA,NA,"281990"
"TIGER 의료기기",19625,375,-0.0187,0,98,500,0,841,NA,NA,"307510"
"TRUE 인버스 엔선물 ETN B",9800,0,0,0,98,1000,0,0,NA,NA,"570036"
"TIGER 모멘텀",22260,530,-0.0233,0,98,440,0,5489,NA,NA,"147970"
"TRUE 유로스탁스50 양매도 5 OTM ETN(H)",9750,0,0,0,98,1000,0,0,NA,NA,"570048"
"TRUE 레버리지 엔선물 ETN B",9700,45,0.0047,0,97,1000,0,1,NA,NA,"570035"
"TRUE 인버스 유로선물 ETN B",9695,10,-0.001,0,97,1000,0,139,NA,NA,"570038"
"신한 인버스 은 선물 ETN(H)",4830,35,-0.0072,0,97,2000,0,2265,NA,NA,"500007"
"대한제당우",14900,50,-0.0033,2500,97,648,0.0035,1313,6.68,NA,"001795"
"TIGER 코스닥150바이오테크",14620,655,-0.0429,0,96,660,0,6915,NA,NA,"261070"
"KINDEX 일본TOPIX레버리지(H)",19210,355,-0.0181,0,96,500,0,833,NA,NA,"196030"
"SMART 중국본토 중소형 CSI500(합성 H)",5335,90,-0.0166,0,96,1800,0,2469,NA,NA,"220130"
"삼성 S&P500 VIX S/T 선물 ETN(H) B",12695,265,0.0213,0,95,750,0,18185,NA,NA,"530065"
"KB 인버스 2X 나스닥 100 ETN",9515,185,0.0198,0,95,1000,0,218,NA,NA,"580014"
"삼성 화장품 테마주 ETN",4755,65,0.0139,0,95,2000,0,2155,NA,NA,"530004"
"금호산업우",32400,1200,-0.0357,5000,95,292,0,1958,31.73,NA,"002995"
"KINDEX 코스피",31395,755,-0.0235,0,94,300,0,1535,NA,NA,"305050"
"KODEX 콩선물(H)",11740,125,0.0108,0,94,800,0.0668,17567,NA,NA,"138920"
"KODEX 일본TOPIX100",15645,200,-0.0126,0,94,600,0,1582,NA,NA,"101280"
"삼성 인버스 2X 금 선물 ETN(H)",9385,85,-0.009,0,94,1000,0,4427,NA,NA,"530056"
"태양금속우",2835,0,0,500,94,3300,0.0094,11810,-30.48,NA,"004105"
"KODEX 200동일가중",11660,140,-0.0119,0,93,800,0,433,NA,NA,"252650"
"TIGER 라틴35",3330,50,0.0152,0,93,2800,0.0101,38934,NA,NA,"105010"
"KODEX K-이노베이션액티브",11655,275,-0.0231,0,93,800,0,59842,NA,NA,"373490"
"KODEX 미국S&P산업재(합성)",17390,40,0.0023,0,93,534,0,258,NA,NA,"200030"
"미래에셋 인버스 미디어엔터 Core5 ETN",9280,85,0.0092,0,93,1000,0,9,NA,NA,"520015"
"대신 인버스 2X 니켈선물 ETN(H)",4640,235,-0.0482,0,93,2000,0,4746,NA,NA,"510010"
"TIGER 일본TOPIX(합성 H)",15340,75,-0.0049,0,92,600,0,269,NA,NA,"195920"
"신한 USD K200 선물 바이셀 ETN",4595,85,0.0188,0,92,2000,0,1645,NA,NA,"500002"
"KBSTAR 헬스케어",18370,610,-0.0321,0,92,500,0,3684,NA,NA,"253280"
"신한 인버스 다우존스지수 선물 ETN(H)",4545,30,0.0066,0,91,2000,0,4459,NA,NA,"500010"
"미래에셋 인버스 S&P500 ETN(H)",4535,5,-0.0011,0,91,2000,0,20,NA,NA,"590011"
"KOSEF 200 선물",19170,430,-0.0219,0,90,470,0.01,187,NA,NA,"152280"
"KODEX 다우존스미국리츠(H)",11195,95,0.0086,0,90,800,0,4495,NA,NA,"352560"
"한양증권우",17050,150,0.0089,5000,90,525,0.0056,848,5.26,NA,"001755"
"KODEX 200ESG",14860,310,-0.0204,0,89,600,0,17075,NA,NA,"337160"
